Institute Code,Institute,Program,Category,Quota,Opening Rank,Closing Rank
801512,"Lucknow University, Lucknow (1512)","Electronics and Communication
Engineering (Shift I)",OPEN(AF),Home State,228853,297069
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Electrical & Electronics Engineering (Shift I),OPEN,All India,229058,581721
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Electrical Engineering (Shift I),OPEN,Home State,229233,277480
800483,"INSTITUTE OF TECHNOLOGY &
MANAGEMENT,LUCKNOW (0483)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,229573,320977
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,229830,461519
800382,"KAMLA NEHRU INSTITUTE OF PHYSICAL &
SOCIAL SCIENCES,SULTANPUR (0382)",Computer Science and Engineering (Shift I),SC,Home State,230110,506849
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),BC(AF),Home State,141014,141014
800411,"HMFA MEMORIAL INSTITUTE OF ENGINEERING
& TECHNOLOGY,ALLAHABAD (0411)",Computer Science and Engineering (Shift I),OPEN,All India,230698,230698
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",OPEN(AF),Home State,230865,230865
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electronics Engineering (Shift I),SC,Home State,231004,556264
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi
University, Lucknow (1511)",Automotion & Robotics Engineering,OPEN,Home State,231160,771371
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical & Electronics Engineering (Shift I),OPEN(AF),Home State,231217,231217
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electrical Engineering (Shift I),BC,Home State,231437,265182
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Hindi) (Shift I),OPEN,Home State,231542,347081
801508,"Bundelkhand University, Jhansi (1508)","Electronics and Communication
Engineering (Shift I)",OPEN(GIRL),Home State,231615,337020
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",EWS(OPEN),Home State,233184,255977
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),BC,Home State,233285,254204
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Information Technology (Shift I),BC(Girl),Home State,233293,287525
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),BC(AF),Home State,145240,145240
801509,"Dr. Shakuntala Misra National Rehabilitation
University, Lucknow (1509)",Civil Engineering (Shift I),OPEN,Home State,233371,786747
800019,"MARATHWADA INSTT. OF
TECHNOLOGY,BULANDSHAHAR (0019)",Computer Science and Engineering (Shift I),OPEN,All India,233537,233537
,"FOR HANDICAPPEDS,KANPUR (0166)",,,,,
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",BC,Home State,233624,309966
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)",Computer Science and Engineering (Shift I),SC,Home State,233725,435897
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Civil Engineering (Shift I),EWS(OPEN),Home State,233894,311998
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",SC,Home State,234102,538995
800143,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD
(0143)",Information Technology (Shift I)(FW),OPEN(TF),Home State,234273,304093
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),SC(Girl),Home State,234614,234614
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical Engineering (Shift I),BC(Girl),Home State,235197,472785
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),SC(Girl),Home State,235549,285859
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Aeronautical Engineering (Shift I),OPEN(GIRL),Home State,235599,301215
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Mechanical Engineering (Shift I),OPEN,All India,235708,658208
800056,"BABU BANARASI DAS NORTHERN INDIA
INSTITUTE OF TECHNOLOGY,LUCKNOW (0056)",Information Technology (Shift I)(FW),OPEN(TF),Home State,235852,257050
800132,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)","Computer Science and
Engineering(Artificial Intelligence & Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,236214,276293
800150,"IILM ACADEMY OF HIGHER LEARNING ,COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH
NAGAR (0150)",Computer Science and Engineering (Shift I),OPEN,All India,236514,236514
800641,"ASHOKA INSTITUTE OF TECHNOLOGY &
MANAGEMENT,VARANASI (0641)",Civil Engineering (Shift I),OPEN,All India,236530,795505
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,236874,324520
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Artificial Intelligence) (Shift I),OPEN,Home State,237311,385814
801508,"Bundelkhand University, Jhansi (1508)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,237450,237450
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),SC(Girl),Home State,238561,498895
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Mechanical Engineering (Shift I),BC,Home State,238659,256624
800333,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY
&  MANAGEMENT,GHAZIABAD (0333)",Computer Science and Engineering (Shift I),OPEN,All India,238946,674555
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),OPEN(AF),Home State,239215,239215
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,239324,287492
800641,"ASHOKA INSTITUTE OF TECHNOLOGY &
MANAGEMENT,VARANASI (0641)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,239650,292247
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,239684,624286
800082,"MORADABAD INSTITUTE OF
TECHNOLOGY,MORADABAD (0082)",Computer Science and Engineering (Shift I),OPEN,All India,239921,783025
800523,"VISION INSTITUTE OF TECHNOLOGY,KANPUR
(0523)","Computer Science and
Engineering(Internet of Things) (Shift I)",OPEN,All India,240024,240024
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Civil Engineering (Shift I),OPEN,Home State,240361,305944
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electrical Engineering (Shift I),OPEN,Home State,240393,288527
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering (Shift I),OPEN(GIRL),Home State,240439,318096
800505,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR (0505)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,240467,717054
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Engineering (Shift I),BC(Girl),Home State,240725,240725
800064,"HINDUSTAN COLLEGE OF SCIENCE &
TECHNOLOGY,MATHURA (0064)",Chemical Engineering (Shift I),OPEN,All India,241648,241648
800525,"BUDDHA INSTITUTE OF
TECHNOLOGY,GORAKHPUR (0525)",Computer Science and Engineering (Shift I),OPEN,All India,241669,661438
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)","Instrumentation and Control Engineering
(Shift I)(FW)",OPEN(TF),Home State,241713,366091
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Computer Science and Engineering (Shift I),BC,Home State,242365,309235
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Information Technology (Shift I),OPEN,Home State,242445,373182
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science and Engineering (Shift I),SC,Home State,242982,572454
,"&TECHNOLOGY,RAIBAREILLY (0187)",Engineering (Shift I),,,,
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),SC(Girl),Home State,243125,260007
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Information Technology (Shift I),OPEN,Home State,243937,359856
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Mechanical Engineering (Shift I),OPEN,Home State,244411,338386
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Electronics and Communication
Engineering (Shift I)",EWS(OPEN),Home State,244568,282825
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,244832,302624
800350,"INDUS INSTITUTE OF TECHNOLOGY &
MANAGEMENT,KANPUR (0350)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,244853,658384
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,245487,296067
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),EWS(OPEN),Home State,245788,268400
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Aeronautical Engineering (Shift I),OPEN,Home State,245901,528103
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,245914,478047
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),BC(Girl),Home State,246776,251752
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electronics Engineering (Shift I),SC(AF),Home State,247030,247030
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Shift I),BC(AF),Home State,251164,351992
800187,FEROZ GANDHI INSTITUTE OF ENGINEERING,Electronics and Communication,OPEN,All India,247643,657708
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)","Computer Science and
Engineering(Artificial Intelligence & Machine Learning)  (Shift I)",EWS(OPEN),Home State,247874,248775
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),SC,Home State,248429,559930
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electronics Engineering (Shift I),EWS(OPEN),Home State,248487,283200
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),SC(Girl),Home State,248772,248772
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science (Shift I),OPEN,Home State,249080,416576
800109,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH
(0109)",Computer Science and Engineering (Shift I),OPEN,All India,250238,786863
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I),OPEN,Home State,250242,361259
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electronics Engineering (Shift I),BC,Home State,250324,291654
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Electronics and Communication
Engineering (Shift I)",BC,Home State,250711,332627
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Information Technology (Shift I),OPEN,All India,251122,629502
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)",Computer Science and Engineering (Shift I),OPEN,Home State,252358,448982
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Mechanical Engineering (Shift I),EWS(OPEN),Home State,252922,320596
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",BC(Girl),Home State,253006,511674
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),SC(Girl),Home State,253018,263174
,"MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",,,,,
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Information Technology (Shift I),OPEN(GIRL),Home State,253186,338502
800216,"IIMT COLLEGE OF ENGINEERING,GAUTAM
BUDDH NAGAR (0216)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,253254,536006
800360,"GOEL INSTITUTE OF TECHNOLOGY &
MANAGEMENT,LUCKNOW (0360)",Computer Science and Engineering (Shift I),OPEN,All India,253666,801085
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",SC(AF),Home State,254059,254059
800501,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR
(0501)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,255150,255150
800353,"APOLLO INSTITUTE OF TECHNOLOGY,KANPUR
(0353)",Computer Science and Engineering (Shift I),OPEN,All India,256521,256521
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,257035,405290
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Electrical & Electronics Engineering (Shift
I)(FW)",OPEN(TF),Home State,257096,321913
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electrical Engineering (Shift I),EWS(OPEN),Home State,257182,296096
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical Engineering (Shift I),EWS(OPEN),Home State,257305,586563
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),SC(Girl),Home State,257642,427841
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)",Computer Science And Design (Shift I),OPEN,All India,258017,322738
,-192,Machine Learning)  (Shift I),,,,
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)",Electrical Engineering (Shift I),OPEN,All India,258093,766697
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Civil Engineering (Shift I),SC,Home State,258492,542842
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Mechanical Engineering (Shift I),OPEN,Home State,258846,381936
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Electrical & Electronics Engineering (Shift I),OPEN,Home State,259043,682046
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)",OPEN(AF),Home State,259125,317025
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,259724,289944
800221,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,SITAPUR (0221)",Computer Science and Engineering (Shift I),OPEN,Home State,259783,622460
800220,"HI-TECH. INSTITUTE OF ENGINEERING
&TECHNOLOGY,GHAZIABAD (0220)",Computer Science and Engineering (Shift I),OPEN,All India,260092,307766
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Computer Science and Engineering (Shift I),BC(Girl),Home State,260373,283866
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",EWS(OPEN),Home State,260471,306503
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electrical Engineering (Shift I),SC,Home State,261067,410992
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Electrical Engineering (Shift I),SC(Girl),Home State,261422,605298
800810,GREATER NOIDA COLLEGE (0810),"Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,261446,572887
800033,"RAJ KUMAR GOEL INSTT. OF
TECHNOLOGY,GHAZIABAD (0033)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,261770,787562
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Civil Engineering (Shift I),BC,Home State,262293,271830
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Chemical Engineering (Shift I),SC,Home State,262476,334701
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Information Technology (Shift I),OPEN(GIRL),Home State,262579,500335
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,262764,442792
800422,"BANSAL INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0422)",Mechanical Engineering (Shift I),OPEN,All India,263353,800261
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),SC(Girl),Home State,263363,398292
800077,"DR. K.N. MODI INSTITUTE OF ENGG. &
TECHNOLOGY,GHAZIABAD (0077)",Computer Science and Engineering (Shift I),OPEN,All India,263423,774196
800194,"H.R.INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0194)",Computer Science and Engineering (Shift I),OPEN,All India,263751,263751
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,264071,518315
800083,"S.D.COLLEGE OF ENGINEERING &
TECHNOLOGY,MUZAFFARNAGAR (0083)",Computer Science and Engineering (Shift I),OPEN,All India,264540,822609
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),SC(Girl),Home State,264923,344263
,"MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",,,,,
800002,"FACULTY OF ENGG, AGRA COLLEGE,AGRA
(0002)",Mechanical Engineering (Shift I),OPEN,All India,265608,379488
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical Engineering (Shift I),BC,Home State,265720,499246
801512,"Lucknow University, Lucknow (1512)",Electrical Engineering (Shift I),BC,Home State,266033,392520
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,266779,499268
800043,BUNDELKHAND INSTITUTE OF ENGINEERING &,Chemical Engineering (Shift I),SC(Girl),Home State,266883,266883
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Artificial Intelligence) (Shift I),OPEN(GIRL),Home State,267181,394870
800065,"B.S.A. COLLEGE OF ENGINEERING &
TECHNOLOGY,MATHURA (0065)",Civil Engineering (Shift I),OPEN,All India,267600,784492
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)","Computer Science and
Engineering(Internet of Things) (Shift I)",OPEN,All India,268213,588450
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science (Shift I),OPEN(GIRL),Home State,268572,376703
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,268768,506560
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Civil Engineering (Shift I),OPEN(GIRL),Home State,269215,359009
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),OPEN(AF),Home State,269637,547038
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Artificial Intelligence (AI) And Data Science (Shift I),OPEN,Home State,270189,511929
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)",Computer Science and Engineering (Shift I),SC(Girl),Home State,270207,591566
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Computer Science and Engineering (Shift I),SC(Girl),Home State,270346,356189
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC,Home State,270466,632581
801512,"Lucknow University, Lucknow (1512)",Electrical Engineering (Shift I),EWS(OPEN),Home State,270485,377962
,"TECHNOLOGY,SITAPUR (0221)",,,,,
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Electrical & Electronics Engineering (Shift I),OPEN(GIRL),Home State,270688,500149
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",OPEN(AF),Home State,270823,270823
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)(FW)",OPEN(TF),Home State,270855,285281
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Mechanical Engineering (Shift I),OPEN,All India,271013,350915
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electronics Engineering (Shift I),BC(Girl),Home State,271394,297042
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,271541,312369
800091,J.S.S. ACADEMY OF TECHNICAL,Electronics and Communication,SC,Home State,271562,530164
800292,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT
(0292)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,272118,512088
800428,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI (0428)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,272494,517037
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",BC,Home State,272513,378051
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Computer Science and Engineering (Shift I),OPEN(PH),Home State,272681,272681
800525,"BUDDHA INSTITUTE OF
TECHNOLOGY,GORAKHPUR (0525)",Information Technology (Shift I)(FW),OPEN(TF),Home State,273468,698795
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),SC(AF),Home State,273660,273660
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Electronics and Communication
Engineering (Shift I)",OPEN(GIRL),Home State,273719,461000
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Electrical Engineering (Shift I),OPEN,Home State,274270,801078
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Civil Engineering (Shift I),OPEN,Home State,274604,363560
800161,"KRISHNA  ENGG. COLLEGE,GHAZIABAD (0161)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,275049,658298
800030,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD
(0030)",Information Technology (Shift I),OPEN,All India,275695,595437
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I),OPEN(GIRL),Home State,275849,318652
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC(Girl),Home State,275943,275943
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,276202,630616
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science (Shift I),EWS(OPEN),Home State,276369,361042
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Electronics and Communication
Engineering (Shift I)",BC(Girl),Home State,277094,307065
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science And Design (Shift I),OPEN(AF),Home State,277394,277394
800065,"B.S.A. COLLEGE OF ENGINEERING &
TECHNOLOGY,MATHURA (0065)",Computer Science and Engineering (Shift I),OPEN,All India,277442,818613
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)",Computer Science (Shift I),OPEN(PH),Home State,278626,278626
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Computer Science and Engineering (Shift I),BC,Home State,278887,413264
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),SC(Girl),Home State,279016,559239
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Computer Science and Engineering (Shift I),ST,Home State,279462,279462
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Technology (Shift I),OPEN,Home State,279463,433350
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),SC(AF),Home State,279871,279871
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),SC(Girl),Home State,280233,551174
800192,G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &,Computer Science (Hindi) (Shift I),OPEN,All India,280278,558271
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,Home State,280877,355662
