Institute Code,Institute,Program,Category,Quota,Opening Rank,Closing Rank
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electronics Engineering (Shift I)(FW),OPEN(TF),Home State,111536,119742
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",EWS(OPEN),Home State,111589,128282
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",BC,Home State,111821,124343
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",BC(AF),Home State,62408,62408
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Information Technology (Shift I),OPEN,Home State,111974,136424
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),SC,Home State,112384,185619
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Civil Engineering (Shift I),OPEN,All India,112400,194973
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),BC(Girl),Home State,112577,153990
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Computer Science and Engineering (Shift I),SC,Home State,113141,216979
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),BC(Girl),Home State,113205,119978
800091,J.S.S. ACADEMY OF TECHNICAL,Computer Science and Engineering(Data,OPEN(AF),Home State,113255,113255
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,Home State,113500,135070
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),EWS(OPEN),Home State,113747,119180
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electrical & Electronics Engineering (Shift
I)(FW)",OPEN(TF),Home State,113810,150166
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),BC,Home State,114094,139538
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science (Shift I)(FW),OPEN(TF),Home State,114459,142914
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Computer Science and Engineering (Self
Finance) (Shift I)",BC(AF),Home State,67177,67177
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),EWS(OPEN),Home State,115423,125766
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),BC,Home State,115492,124252
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),OPEN(GIRL),Home State,115505,115505
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),SC,Home State,115742,145921
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),BC(Girl),Home State,115758,118655
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Artificial Intelligence And Machine
Learning (Shift I)",OPEN,Home State,115872,141160
800133,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,115883,177298
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),OPEN,Home State,116041,123253
800164,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR (0164)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,116105,400271
800030,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD
(0030)",Information Technology (Shift I)(FW),OPEN(TF),Home State,116224,450111
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Chemical Engineering (Shift I)(FW),OPEN(TF),Home State,116439,152468
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,116456,391894
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),EWS(OPEN),Home State,116980,124873
800492,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0492)",Computer Science and Engineering (Shift I),OPEN,All India,117230,751747
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),BC(Girl),Home State,117319,117319
801510,"Dr. Bhim Rao Ambedkar University, Agra (1510)",Civil Engineering (Shift I),OPEN,Home State,117419,561305
801512,"Lucknow University, Lucknow (1512)",Computer Science and Engineering (Shift I),BC,Home State,117441,171882
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),EWS(OPEN),Home State,117491,129358
800053,"AZAD INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0053)",Computer Science and Engineering (Shift I),OPEN,All India,117771,645988
800230,"DRONACHARYA GROUP OF
INSTITUTIONS,GAUTAM BUDDH NAGAR (0230)",Computer Science and Engineering (Shift I),OPEN,All India,117848,563210
,"MANAGEMENT,LUCKNOW (0054)",,,,,
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),OPEN(GIRL),Home State,117857,120044
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),BC(Girl),Home State,118327,120662
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)",Computer Science and Engineering (Shift I),OPEN,All India,118499,343280
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Information Technology (Shift I),OPEN(FF),Home State,118513,118513
801512,"Lucknow University, Lucknow (1512)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,118594,154644
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)","Computer Science and
Engineering(Internet of Things) (Shift I)",OPEN,All India,118820,552095
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),BC,Home State,118831,122459
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN(GIRL),Home State,119000,132872
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Civil Engineering (Shift I),OPEN,All India,119059,179575
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Computer Science and Engineering (Shift I),BC,Home State,119366,135807
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I),OPEN,Home State,119381,130654
801508,"Bundelkhand University, Jhansi (1508)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,119500,195782
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,119555,119555
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN(AF),Home State,119566,119566
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,119575,135466
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electronics Engineering (Shift I),OPEN,All India,119710,162868
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)",Information Technology (Shift I)(FW),OPEN(TF),Home State,119830,269289
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,119846,193965
,"TECHNOLOGY,MATHURA (0064)",I)(FW),,,,
800004,"RAJA BALWANT SINGH ENGINEERING
TECHNICAL CAMPUS,AGRA (0004)",Computer Science and Engineering (Shift I),OPEN,All India,119998,438730
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),OPEN(AF),Home State,120032,129548
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Computer Science and Engineering (Shift I),SC,Home State,120167,138853
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,120291,130529
800150,"IILM ACADEMY OF HIGHER LEARNING ,COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH
NAGAR (0150)",Computer Science and Engineering (Shift I)(FW),OPEN(TF),Home State,120521,552627
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Shift I),OPEN,Home State,120716,164412
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),SC(Girl),Home State,121345,133251
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Information Technology (Shift I),SC,Home State,121604,144435
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,121618,141299
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",BC,Home State,121665,144666
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,121790,177843
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,121877,758689
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Information Technology (Shift I),OPEN,All India,122223,238403
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Computer Science and Engineering (Shift I),BC(Girl),Home State,122582,129693
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Mechanical Engineering (Shift I),OPEN,All India,122728,252820
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Mechanical Engineering (Shift I),OPEN,All India,122988,236957
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,123105,157457
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Computer Science and Engineering (Shift I),SC(Girl),Home State,123159,158825
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Artificial Intelligence And Machine
Learning (Shift I)",OPEN(GIRL),Home State,123303,140413
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),BC,Home State,123309,130076
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",EWS(OPEN),Home State,123553,134412
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Computer Science and Engineering (Shift I),OPEN,Home State,123902,157430
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Electrical Engineering (Shift I),OPEN,All India,124025,158789
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",EWS(OPEN),Home State,124098,134416
800382,"KAMLA NEHRU INSTITUTE OF PHYSICAL &
SOCIAL SCIENCES,SULTANPUR (0382)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,124370,141911
800127,"I.I.M.T. ENGG. COLLEGE,MEERUT (0127)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,124737,722230
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical & Electronics Engineering (Shift I),OPEN,Home State,124754,153476
800064,HINDUSTAN COLLEGE OF SCIENCE &,Computer Science and Engineering (Shift,OPEN(TF),Home State,124918,278309
800143,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD
(0143)",Computer Science (Shift I)(FW),OPEN(TF),Home State,124969,245960
801512,"Lucknow University, Lucknow (1512)",Civil Engineering (Shift I),OPEN,Home State,125137,298609
800120,"INSTITUTE OF TECHNOLOGY &
MANAGEMENT,GORAKHPUR (0120)",Computer Science and Engineering (Shift I),OPEN,All India,125158,785789
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electrical Engineering (Shift I),OPEN(AF),Home State,125194,125194
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Artificial Intelligence And Machine Learning (Shift I),OPEN,All India,125329,305961
800222,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR
(0222)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,125416,259861
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),EWS(OPEN),Home State,125425,136654
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Computer Science and Engineering (Shift I),BC,Home State,125426,138633
800511,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA (0511)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,125523,614518
,"TECHNOLOGY,MEERUT (0068)","Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",,,,
800165,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR (0165)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,125820,789906
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Computer Science and Engineering (Shift I),ST,Home State,125954,125954
800153,"LLOYD INSTITUTE OF ENGINEERING AND
TECHNOLOGY (0153)",Computer Science and Engineering (Shift I),OPEN,All India,126128,745859
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,Home State,126698,142996
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and
Engineering(Artificial Intelligence & Machine Learning)  (Shift I)",BC,Home State,126728,154962
801508,"Bundelkhand University, Jhansi (1508)","Electronics and Instrumentation
Engineering (Shift I)",OPEN,Home State,126822,840337
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",BC,Home State,126999,152773
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),OPEN(GIRL),Home State,127241,129151
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electronics Engineering (Shift I),OPEN,All India,127624,174037
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),SC,Home State,127742,218833
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Computer Science and Engineering (Self
Finance) (Shift I)",SC(Girl),Home State,127807,127893
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Information Technology (Shift I),OPEN,Home State,127827,162979
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Mechanical Engineering (Shift I)(FW),OPEN(TF),Home State,127871,127871
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),OPEN(AF),Home State,128072,128072
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,128114,204845
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",BC(Girl),Home State,128503,166242
800033,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD (0033)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,129095,198299
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,129266,180022
801512,"Lucknow University, Lucknow (1512)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,129364,338839
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",EWS(OPEN),Home State,130183,142171
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,130379,138507
801512,"Lucknow University, Lucknow (1512)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",EWS(OPEN),Home State,130702,157956
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I),BC,Home State,130881,137999
801512,"Lucknow University, Lucknow (1512)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,130888,199483
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",BC(Girl),Home State,130906,144495
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Mechanical Engineering (Shift I),OPEN,All India,130945,728407
801508,"Bundelkhand University, Jhansi (1508)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,131046,364871
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),BC(Girl),Home State,131084,141449
800143,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD
(0143)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,131130,223248
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I),SC,Home State,131416,386455
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science (Shift I),OPEN,Home State,131460,170333
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",EWS(OPEN),Home State,131561,153058
800030,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD
(0030)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,131627,253667
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)",Information Technology (Shift I),OPEN,All India,131804,696312
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),BC(Girl),Home State,131884,131884
800033,"RAJ KUMAR GOEL INSTT. OF
TECHNOLOGY,GHAZIABAD (0033)",Computer Science and Engineering (Shift I),OPEN,All India,132019,332790
801510,"Dr. Bhim Rao Ambedkar University, Agra (1510)",Computer Science and Engineering (Shift I),OPEN,Home State,132132,283804
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Electronics and Communication Engineering (Shift I)(FW),OPEN(TF),Home State,132545,210162
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Information Technology (Shift I)(FW),OPEN(TF),Home State,132664,230335
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),BC(Girl),Home State,132755,149351
800485,"S.R.INSTITUTE OF MANAGEMENT &
TECHNOLOGY,LUCKNOW (0485)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,133290,392314
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,133378,187048
800029,KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.,Civil Engineering (Shift I),OPEN,All India,133615,617184
801509,"Dr. Shakuntala Misra National Rehabilitation
University, Lucknow (1509)",Civil Engineering (Shift I),OPEN(GIRL),Home State,133746,428708
800485,"S.R.INSTITUTE OF MANAGEMENT &
TECHNOLOGY,LUCKNOW (0485)",Civil Engineering (Shift I),OPEN,All India,133752,668068
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Computer Science and Engineering (Shift I),BC(AF),Home State,98467,107422
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Information Technology (Shift I),EWS(OPEN),Home State,133914,148224
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)",Computer Science (Shift I),BC(Girl),Home State,134568,134568
801512,"Lucknow University, Lucknow (1512)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",BC,Home State,134588,185064
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)",EWS(OPEN),Home State,134623,140202
,"EDUCATION,GAUTAM BUDDH NAGAR (0091)",,,,,
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",OPEN(AF),Home State,134863,134863
800095,"MAHATAMA GANDHI MISSION COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH
NAGAR (0095)",Computer Science and Engineering (Shift I),OPEN,All India,135454,741117
800014,"SHRI RAMMURTI SMARAK COLLEGE OF ENGG
AND TECHNOLOGY,BAREILLY (0014)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,135600,273419
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi
University, Lucknow (1511)",Computer Science and Engineering (Shift I),OPEN,Home State,135662,288244
800431,"B.N.COLLEGE OF ENGINEERING &
TECHNOLOGY(BNCET),LUCKNOW (0431)",Computer Science and Engineering (Shift I),OPEN,All India,135922,135922
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),OPEN(AF),Home State,136155,136155
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Man Made Fibre Technology (Shift I),OPEN,All India,136217,577535
